low,high,open,close,volumefrom,volumeto,close_12_ema,close_26_ema,macd,macds,macdh
234.01,238.55,237.97,236.7,3498.78,826644.88,238.27781557773017,237.63919068259716,0.638624895133006,-0.000856795934784923,1.278963382135582
236.16,256.15,236.7,253.06,22016.89,5507719.94,240.55199827756184,238.78243480641413,1.7695634711477055,0.3532272579116307,2.8326724264721497
245.2,254.29,253.06,252.98,3613.22,906874.89,242.46399888474917,239.83492629369954,2.629072591049635,0.8083963249813528,3.641352532136564
245.0,260.0,253.47,255.81,5062.1,1275703.25,244.51723013649593,241.01911934562085,3.4981107908750744,1.346339218578115,4.3035431445939185
256.0,274.81,258.34,274.0,9781.93,2598170.67,249.05304146594872,243.46378045089918,5.589261015049544,2.1949235783999264,6.788674873299236
265.89,284.95,274.0,279.0,22213.49,6104061.68,253.66026635534863,246.09772202707052,7.562544328278108,3.2684477289094507,8.588193198737315
264.94,283.88,279.0,269.83,14281.76,3934109.59,256.1479179135261,247.85667582344126,8.291242090084836,4.2730066015442,8.036470977081272
262.2,280.5,269.83,273.8,11360.44,3070426.12,258.8636230607293,249.7794230564851,9.084200004244224,5.235245282390473,7.697909443707502
269.0,276.46,273.8,273.26,6996.36,1907509.64,261.07845042764245,251.51957940358548,9.55887102405697,6.099970430943957,6.917801186226026
270.0,279.48,273.26,275.59,5605.63,1540760.07,263.3109966397866,253.30338443030476,10.007612209481834,6.881498786810733,6.252226845342204
271.12,277.59,275.59,274.89,4455.34,1223277.71,265.0923818559071,254.90306633088684,10.189315525020248,7.543062134560446,5.292506780919604
274.17,289.0,274.89,287.0,11984.22,3389556.2,268.4627847814322,257.28154396509905,11.181240816333172,8.270697871009853,5.821085890646639
283.96,296.8,287.0,290.24,12857.02,3744249.17,271.8131256971047,259.72379241787564,12.089333279229038,9.034424952733344,6.1098166529913875
285.83,296.74,290.24,295.11,6784.55,1979535.16,275.3972603073634,262.3458691221633,13.051391185200089,9.837818199293725,6.4271459718127275
289.0,297.95,295.11,295.56,8145.87,2399612.33,278.499220334862,264.80693654171364,13.692283793148363,10.60871131811611,6.167144950064504
282.99,295.84,295.56,284.4,9178.74,2654225.31,279.40703260955644,266.25869046225927,13.148342147297171,11.116637483979444,4.063409326635455
280.46,287.69,284.4,282.7,5616.62,1595106.71,279.91364298606186,267.47688837188934,12.436754614172514,11.380660910029338,2.1121874082863528
281.42,287.75,282.7,286.4,2426.65,691987.13,280.9115440797045,268.87894469416767,12.032599385536855,11.511048605135297,1.043101560803116
285.78,294.26,286.4,289.7,6473.86,1882414.82,282.26361423799847,270.421595902387,11.842018335611442,11.577242551232338,0.5295515687582082
281.9,292.99,289.7,284.46,6470.43,1864637.8,282.6015197433785,271.46169669657803,11.139823046800473,11.48975865034405,-0.6998712070871562
249.02,284.48,284.46,257.29,21120.78,5650707.75,278.7074397484015,270.4117366772076,8.295703071193884,10.850947534502838,-5.110488926617908
249.0,265.95,257.29,262.01,14750.19,3808281.05,276.13860284479836,269.7892734415279,6.349329403270474,9.950623908243763,-7.202589009946578
257.0,265.27,262.01,262.09,5683.15,1482272.82,273.9772793165211,269.2188615439244,4.758417772596715,8.912182681102726,-8.307529817012021
256.25,262.62,262.09,259.8,4622.93,1199360.1,271.7961594099793,268.52106009623,3.2750993137493083,7.7847660076219425,-9.019333387745268
259.24,272.0,259.8,269.39,5709.7,1512162.68,271.42598103753414,268.5854352404517,2.8405457970824273,6.7959219655069525,-7.91075233684905
259.5,270.07,269.39,265.84,8901.07,2367965.68,270.5665993361535,268.3820426785425,2.184556657610983,5.873648903922471,-7.378184492622976
241.84,266.52,265.84,246.93,17591.02,4404982.22,266.9301994264739,266.7928072221242,0.13739220434968047,4.726397564002651,-9.178010719305941
236.4,250.0,246.93,247.68,13448.56,3276219.0,263.968630275801,265.3768826459132,-1.4082523701122227,3.4994675771751744,-9.815439894574794
244.91,253.75,247.68,249.46,8403.54,2105838.57,261.73653330510297,264.1977300956239,-2.461196790520944,2.307334703632451,-9.53706298830679
245.12,250.52,249.46,248.09,5845.29,1449279.37,259.63706663864866,263.00444851962413,-3.367381880975472,1.172391386708201,-9.079546535367346
247.17,253.83,248.09,252.31,5943.83,1492447.63,258.50982561544146,262.2121956011287,-3.7023699856872554,0.1974391122272781,-7.799618195829067
239.96,252.96,252.31,242.19,6591.6,1608836.03,255.99908320952898,260.728945974091,-4.729862764562029,-0.7880212631320641,-7.883683002859929
236.52,248.86,242.19,247.69,7880.41,1929807.46,254.72076271423154,259.7630233381388,-5.042260623907254,-1.6388691352881248,-6.8067829772382575
238.55,248.59,247.69,243.98,8180.68,1993776.43,253.06833767960623,258.59382667939053,-5.525488999784301,-2.4161931081881076,-6.2185917831923865
239.32,246.83,243.98,245.98,6106.97,1484287.63,251.97782418950538,257.6594071217682,-5.681582932262813,-3.0692710730035513,-5.224623718518524
244.52,256.96,245.98,253.16,9880.07,2471179.83,252.15969739125129,257.32609721944203,-5.166399828190748,-3.488696824041248,-3.355406008299
251.23,256.67,253.16,253.79,5062.49,1286655.62,252.41051317736589,257.0641491848032,-4.653636007437342,-3.721684660720581,-1.8639026934335217
250.76,255.85,253.79,253.45,2579.58,652406.55,252.5704342270846,256.79642032272943,-4.225986095644828,-3.8225449477054694,-0.806882295878717
251.65,261.0,253.45,260.5,5807.32,1491248.36,253.79036742345147,257.0707729438928,-3.2804055204413203,-3.714117062252605,0.8674230836225698
254.0,262.98,260.5,255.83,5989.94,1543244.68,254.10415705072893,256.978859684626,-2.8747026338970727,-3.5462341765814567,1.343063085368768
251.5,256.62,255.83,254.45,5990.22,1522986.5,254.15736365832578,256.7915289089747,-2.634165250648948,-3.3638203913949183,1.4593102814919403
243.06,254.96,254.45,244.09,11647.96,2875251.66,252.6085384797113,255.85063847362292,-3.2420999939116086,-3.3394763118982524,0.19475263597328762
238.47,246.3,244.09,243.53,7990.92,1944122.48,251.21184025175017,254.93796585596925,-3.726125604219078,-3.4168061703624275,-0.618638867713301
231.0,243.94,243.53,234.77,11525.77,2722903.56,248.68232636638552,253.44399285034018,-4.761666483954656,-3.6857782330809004,-2.151776501747511
233.0,239.42,234.77,237.34,4103.6,968919.7,246.93735307896907,252.25106781301207,-5.313714734043003,-4.011365533273348,-2.604698401539311
233.42,237.5,237.34,236.3,2850.16,672985.92,245.30083722044378,251.06947359569384,-5.768636375250054,-4.3628197016687125,-2.811633347162683
219.64,236.9,236.3,222.87,13823.98,3166493.61,241.84993918613264,248.98056863617006,-7.130629450037418,-4.9163816513424825,-4.428495597389871
210.0,224.79,222.87,216.42,18432.86,4015453.32,237.93764084942396,246.56861579359222,-8.630974944168258,-5.659300309907668,-5.94334926852118
214.05,222.43,216.42,221.51,9766.32,2147063.57,235.4103114877661,244.71238008118635,-9.302068593420245,-6.387853966610208,-5.828429253620074
221.51,229.67,221.51,227.59,11002.79,2492640.64,234.2071866434106,243.44402908994795,-9.236842446537338,-6.95765166259565,-4.558381567883377
220.0,228.29,227.59,221.86,5767.04,1291923.73,232.30761946738932,241.845181142018,-9.537561674628677,-7.473633665002265,-4.127856019252823
220.32,224.72,221.86,223.14,4254.1,947137.91,230.89721647233597,240.45958731073674,-9.562370838400767,-7.891381099681973,-3.3419794774375884
221.91,227.35,223.14,222.89,5866.64,1318695.12,229.6653370150015,239.15811477971232,-9.492777764710809,-8.211660432687744,-2.56223466404613
221.43,226.51,222.89,224.07,6013.41,1348484.04,228.80451593573977,238.04045945743752,-9.235943521697749,-8.416517050489746,-1.6388529424160048
223.91,235.61,224.07,234.13,9531.32,2180368.54,229.6238211764199,237.75079166862247,-8.12697049220256,-8.35860773883231,0.463274493259501
229.1,238.64,234.13,233.0,11066.24,2603008.93,230.14323330313783,237.3988765340984,-7.2556432309605725,-8.13801483725796,1.7647432125947766
232.01,236.22,233.0,235.14,8021.19,1880708.15,230.91196664113323,237.23155030337043,-6.319583662237193,-7.774328602253805,2.909489880033224
228.0,236.0,235.14,231.06,8557.1,1978994.28,230.93474100403623,236.77439326072422,-5.839652256687998,-7.3873933331406425,3.095482152905289
225.7,232.29,231.06,226.28,5375.75,1227435.36,230.21862700340415,235.9970226595129,-5.778395656108756,-7.065593797734264,2.5743962832510157
214.98,227.26,226.28,219.49,11260.03,2470526.72,228.5680690028588,234.7742683887203,-6.206199385861481,-6.893714915359707,1.375031058996452
217.52,229.93,219.49,226.01,13501.83,3006598.56,228.17451992549152,234.1250574965103,-5.950537571018771,-6.705079446491519,1.5090837509454964
221.45,228.06,226.01,225.11,9597.44,2158043.31,227.70305532156536,233.45726991056844,-5.754214589003084,-6.514906474993832,1.5213837719814958
221.81,226.99,225.11,225.49,8661.92,1947334.9,227.36258527209108,232.86709722811796,-5.5045119560268745,-6.31282757120044,1.6166312303471315
224.6,240.0,225.49,235.75,12474.83,2909232.47,228.65295676870113,233.08064710298217,-4.4276903342810385,-5.93580012381656,3.016219579071043
231.04,239.23,235.75,231.96,6622.93,1555055.46,229.1617326504423,232.99763565887451,-3.8359030084322114,-5.515820700739689,3.3598353846149553
229.87,234.9,231.96,233.9,4381.68,1018305.56,229.8906968580701,233.0644778701885,-3.173781012118411,-5.0474127630154335,3.7472635017940448
232.31,242.25,233.9,239.18,4422.59,1057142.04,231.3198204183728,233.5174820713954,-2.1976616530225783,-4.477462541016862,4.5596017759885665
236.07,242.2,239.18,237.93,7163.19,1709074.08,232.33677112324207,233.84433696288946,-1.507565839647384,-3.8834832007429663,4.751834722191164
229.66,238.99,237.93,234.37,8788.82,2054652.32,232.64957556582112,233.88327515443694,-1.2336995886158206,-3.3535264783175376,4.239653779403434
227.01,235.98,234.37,229.78,8708.99,2028662.13,232.20810240184755,233.5793274821242,-1.3712250802766448,-2.957066198709359,3.1716822368654283
227.35,240.0,229.78,236.82,10896.59,2541351.14,232.9176251092571,233.81937829614367,-0.901753186886566,-2.5460035963448004,3.288500818916469
235.29,246.57,236.82,243.16,9617.81,2320081.36,234.49337509245112,234.511278863281,-0.017903770829889254,-2.040383631241818,4.044959720823858
238.62,247.01,243.16,241.4,5562.4,1347017.52,235.55593277053717,235.0215563216256,0.5343764489115586,-1.5254316152111427,4.1196161282454025
238.02,244.99,241.4,239.08,3493.96,841527.88,236.09809695968596,235.32218277132776,0.7759141883582004,-1.0651624544972742,3.682153285710949
237.99,241.0,239.08,239.0,5171.02,1237018.64,236.54454358127322,235.59461450956678,0.9499290717064355,-0.6621441492565322,3.224146441925935
238.56,242.0,240.06,241.3,5822.43,1401760.94,237.27615226107798,236.01723685267,1.2589154084079723,-0.27793223772363124,3.0736952922632073
235.06,244.14,241.3,236.9,9233.25,2223629.39,237.21828268245056,236.08262688673008,1.1356557957204814,0.004785368965191374,2.26174085351058
232.22,239.7,236.9,236.95,7711.21,1825553.83,237.17700842361202,236.1468769028135,1.030131520798534,0.20985459933186,1.640553842933348
235.12,239.28,236.95,237.12,4517.94,1071658.38,237.1682378969025,236.2189602570878,0.94927763981471,0.3577392074284301,1.18307686477256
234.0,237.4,237.12,235.6,3118.36,735930.74,236.92697052814813,236.17311125381175,0.7538592743363779,0.43696322081001976,0.6337921070527163
234.15,237.0,235.6,236.05,2628.86,620341.93,236.79205198535607,236.16399188411845,0.6280601012376223,0.4751825968955403,0.30575500868416405
231.44,236.94,236.05,232.24,7421.78,1745036.34,236.09173629530108,235.87332530041414,0.21841099488693771,0.42382827649381977,-0.4108345632137641
230.86,234.24,232.24,231.69,5562.18,1294154.8,235.41454609602383,235.56344884069617,-0.14890274467234121,0.30928207226058757,-0.9163696338658576
231.0,234.86,231.69,233.8,7681.74,1794259.53,235.1661543889432,235.43282280098222,-0.26666841203902436,0.19409197540066517,-0.921520774879379
233.75,236.52,233.8,235.49,4586.63,1079198.12,235.21597679064425,235.43705815505186,-0.22108136440760973,0.11105730743901018,-0.6642773436932399
232.92,240.9,235.49,238.99,10421.69,2467303.72,235.79659574592984,235.7002393773401,0.0963563685897384,0.10811711966915584,-0.02352150215883489
237.4,240.67,238.99,237.71,3295.19,788510.89,236.09096563117146,235.849110715211,0.2418549159604595,0.13486467892741658,0.21398047406608584
237.66,241.64,237.71,239.68,2864.64,687061.13,236.64312476483744,236.13288061067635,0.5102441541610858,0.20994057397415042,0.6006071603738707
233.1,240.1,239.68,235.48,5297.76,1252273.58,236.46418249332396,236.08451903365028,0.3796634596736794,0.24388515111405623,0.2715566171192464
235.0,236.23,235.48,236.21,474.9,111811.92,236.42507749435103,236.09381392899957,0.3312635653514633,0.2613608339615377,0.13980546277985118
234.0,237.35,236.21,235.34,8615.67,2030192.16,236.25814249522008,236.0379758103846,0.2201666848354762,0.2531220041363254,-0.06591063860169843
234.87,236.8,235.34,236.46,4983.03,1175844.36,236.28919749595545,236.06923688728273,0.2199606086727215,0.2464897250436046,-0.05305823274176624
234.0,236.52,236.46,236.02,6208.04,1461920.02,236.24778249657768,236.0655897076582,0.18219278891947965,0.23363033781877965,-0.10287509779859999
231.0,236.21,236.02,232.07,4263.02,993683.46,235.6050467278734,235.76961989013898,-0.16457316226558305,0.1539896378019071,-0.6371256001349803
228.0,232.51,232.07,229.08,4385.74,1013021.49,234.6011933851236,235.2740921660267,-0.6728987809030968,-0.011388045939093731,-1.3230214699280063
220.65,231.2,229.08,223.67,12135.65,2734668.41,232.9194713258738,234.41452926161205,-1.4950579357382594,-0.30812202389892696,-2.373871823678665
221.34,226.38,223.67,224.78,7796.34,1744459.32,231.66724496804702,233.7008600263167,-2.0336150582696746,-0.6532206307730766,-2.760788854993196
222.57,226.99,224.78,225.11,5730.82,1289882.15,230.65843804988594,233.06449969320792,-2.4060616433219764,-1.0037888332828566,-2.8045456200782395
222.0,225.98,225.11,222.37,4892.73,1098677.11,229.38329373451887,232.2723141490349,-2.8890204145160396,-1.3808351495294933,-3.0163705299730927
219.03,225.9,222.37,224.49,7893.14,1761179.04,228.63047931382366,231.69584617709708,-3.0653668632734252,-1.71774149227828,-2.6952507419902902
223.07,225.26,224.49,224.36,2585.82,580288.75,227.97348249631233,231.15244993949793,-3.1789674431855985,-2.0099866824597443,-2.3379615214517084
221.86,225.48,224.36,222.86,3473.44,778011.72,227.18679288149502,230.53819415346712,-3.351401271972094,-2.2782696003622145,-2.1462633432197586
222.09,229.4,222.86,228.11,8948.31,2021873.39,227.32882474588044,230.35832785617325,-3.029503110292808,-2.428516302348333,-1.2019736158889494
226.67,230.79,228.11,229.49,9116.02,2089239.29,227.66131324651423,230.29400725314136,-2.6326940066271334,-2.4693518432040933,-0.3266843268460802
226.83,229.75,229.49,227.51,6347.54,1449250.42,227.63803428551205,230.08778443103063,-2.4497501455185784,-2.4654315036669905,0.03136271629682419
227.25,229.57,227.51,229.01,4721.47,1080607.18,227.8491059338948,230.00794852480442,-2.1588425909096145,-2.4041137211155155,0.49054226041180193
228.29,230.7,229.01,229.61,5893.36,1353909.39,228.1200127132956,229.97847084862653,-1.8584581353309204,-2.2949826039585965,0.8730489372553523
228.06,232.03,229.61,231.51,3931.71,906453.07,228.64154921894246,230.0919174797776,-1.4503682608351482,-2.126059735333907,1.351382948997517
230.94,234.0,231.51,231.77,3541.16,822490.29,229.12284933910513,230.2162199164259,-1.0933705773207691,-1.9195219037312792,1.65230265282102
